ISO,Reported endangerment level,Years,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7]
kzc,1,40,0.94791355,0.045100181,0.005626385,0.001077294,0.000278831,3.58e-06,1.74e-07
kzd,3,40,0.277840652,0.318446683,0.187056017,0.107976267,0.096901223,0.009796542,0.001982615
kzf,1,40,0.860170697,0.112025852,0.020737429,0.005223477,0.001800879,3.9e-05,2.67e-06
kzg,3,40,0.001187209,0.012508809,0.034150773,0.064134698,0.314485133,0.24040117,0.333132209
kzi,2,40,0.4322231,0.313887425,0.139224311,0.0654109,0.045603921,0.003165998,0.000484345
kzk,7,40,0,0,0,0,0,0,1
kzm,3,40,0.363754221,0.322256995,0.161156398,0.08264583,0.064065431,0.0052222,0.000898925
kzn,1,40,0.936622017,0.054241438,0.007269679,0.001462612,0.000398336,5.63e-06,2.91e-07
kzo,1,40,0.782399624,0.164265068,0.037680914,0.011036058,0.004478724,0.000128948,1.07e-05
kzp,2,40,0.570431622,0.273438158,0.095592573,0.037804675,0.021514239,0.001086411,0.000132322
kzq,1,40,0.306360287,0.321738951,0.178822613,0.099100321,0.084523614,0.007935818,0.001518395
kzr,1,40,0.870364561,0.104703701,0.018738162,0.004609641,0.001549715,3.21e-05,2.13e-06
kzs,2,40,0.014951377,0.075438351,0.121879212,0.151451659,0.388707081,0.1505672,0.097005119
kzu,5,40,0,0,0,0,0,0,1
kzv,1,40,0.497218853,0.298392093,0.118393119,0.05130104,0.032485133,0.001942878,0.000266884
kzy,1,40,0.623988403,0.250731527,0.079648846,0.029406,0.015461712,0.000687015,7.65e-05
kzz,1,40,0.572364375,0.272681381,0.095004989,0.037480647,0.021269601,0.001069197,0.000129809
laa,1,40,0.791626395,0.158398451,0.035526339,0.010240986,0.00408445,0.000114128,9.25e-06
lac,1,40,0.268294437,0.316836599,0.189691473,0.111049842,0.10143688,0.010519904,0.002170865
lad,1,40,0.660213046,0.233416101,0.069308873,0.024382473,0.012135213,0.000492755,5.15e-05
lae,1,40,0.847901885,0.120690245,0.023216583,0.006007531,0.002131742,4.86e-05,3.44e-06
laf,2,40,0.2947066,0.320658662,0.18224515,0.102671261,0.08938004,0.008646181,0.001692105
lag,1,40,0.982296679,0.016044665,0.001404635,0.00021093,4.27e-05,3.45e-07,1.25e-08
lai,1,40,0.940373672,0.051223571,0.006711875,0.001329458,0.00035629,4.89e-06,2.48e-07
laj,1,40,0.994481276,0.005149012,0.000324381,3.9e-05,6.34e-06,3.33e-08,9.18e-10
lak,1,40,0.730579272,0.195553879,0.050426071,0.016044343,0.00713435,0.000240022,2.21e-05
lam,1,40,0.978803363,0.019096105,0.001766599,0.00027547,5.79e-05,5.03e-07,1.9e-08
lan,1,40,0.733190414,0.194045246,0.049758908,0.015769561,0.006981409,0.000233139,2.13e-05
lao,1,40,0.996123262,0.003640273,0.000209213,2.36e-05,3.62e-06,1.69e-08,4.32e-10
lap,1,40,0.933445387,0.056782126,0.007750788,0.001579287,0.000435774,6.31e-06,3.31e-07
laq,2,40,0.211923003,0.301339587,0.203427305,0.130174652,0.133135922,0.016211667,0.003787863
lar,1,40,0.935618922,0.055045155,0.00742074,0.001499067,0.000409975,5.84e-06,3.03e-07
las,1,40,0.982316513,0.01602726,0.001402635,0.000210581,4.27e-05,3.44e-07,1.24e-08
lat,6,40,0,0,0,0,0,0,1
law,2,40,0.663805298,0.231616436,0.068305059,0.023912097,0.011835405,0.00047621,4.95e-05
lax,1,40,0.865285658,0.108365886,0.019727238,0.004911205,0.001672207,3.54e-05,2.39e-06
laz,7,40,0,0,0,0,0,0,1
lbb,2,40,0.392948861,0.319780419,0.151857503,0.074986736,0.055513349,0.00422251,0.000690623
lbc,1,40,0.593686859,0.2640162,0.08858078,0.034011351,0.018705929,0.000894109,0.000104773
lbe,1,40,0.851737846,0.117998518,0.022433078,0.005757075,0.002024875,4.54e-05,3.18e-06
lbf,1,40,0.874620776,0.101613082,0.017920234,0.004363458,0.001451049,2.95e-05,1.93e-06
lbj,1,40,0.950042555,0.043356636,0.005328855,0.001009889,0.000258648,3.26e-06,1.56e-07
lbm,1,40,0.843251493,0.123932491,0.02417646,0.006317651,0.002265544,5.26e-05,3.77e-06
lbn,1,40,0.877513135,0.099501489,0.017370187,0.004199565,0.001386049,2.78e-05,1.8e-06
lbo,1,40,0.871756741,0.103694958,0.018469516,0.00452846,0.001517044,3.12e-05,2.06e-06
lbq,1,40,0.917194913,0.069577537,0.010330847,0.002231394,0.000654132,1.06e-05,5.97e-07
lbr,2,40,0.577317766,0.270719913,0.093502989,0.036657513,0.020652121,0.001026135,0.000123563
lbt,2,40,0.274174343,0.317859824,0.188076314,0.109150693,0.098618354,0.010067765,0.002052706
lbu,2,40,0.015550123,0.077405725,0.123862144,0.152770693,0.387740647,0.148314046,0.094356622
lbv,1,40,0.732126127,0.194661036,0.050030533,0.015881269,0.007043488,0.000235927,2.16e-05
lbw,2,40,0.874805745,0.101478318,0.017884917,0.004352895,0.001446843,2.94e-05,1.92e-06
lbx,1,40,0.875620357,0.100884368,0.017729608,0.004306506,0.001428399,2.89e-05,1.89e-06
lby,5,40,0,0,0,0,0,0,1
lbz,5,40,0,0,0,0,0,0,1
lcc,1,40,0.205758603,0.298945041,0.204676987,0.132355351,0.137202303,0.017024677,0.004037038
lcd,2,40,0.413293711,0.317077733,0.145321562,0.069923996,0.050169249,0.003638957,0.000574792
lch,1,40,0.989655007,0.009519121,0.000712146,9.61e-05,1.75e-05,1.15e-07,3.65e-09
lcl,3,40,0.627197447,0.249259693,0.078717458,0.028940086,0.015143754,0.000667629,7.39e-05
lcm,1,40,0.897465816,0.084681209,0.013708236,0.003144253,0.000981606,1.78e-05,1.08e-06
lcp,1,40,0.779246471,0.16624954,0.038425491,0.011314378,0.004618616,0.00013432,1.12e-05
lcq,2,40,0.467616887,0.306284026,0.12784102,0.057467348,0.03800732,0.002432557,0.000350841
lcs,1,40,0.505104707,0.296066789,0.115893777,0.049729324,0.031129041,0.001828429,0.000247934
ldb,1,40,0.953930219,0.040155787,0.00479625,0.000891203,0.000223698,2.72e-06,1.27e-07
ldg,1,40,0.911251467,0.074176004,0.011321288,0.002492571,0.000745443,1.25e-05,7.23e-07
ldh,1,40,0.76184672,0.17701312,0.042608157,0.012911246,0.005439369,0.000166967,1.44e-05
ldi,1,40,0.958985414,0.035959656,0.004125287,0.000745536,0.000181918,2.09e-06,9.48e-08
ldj,1,40,0.792676906,0.157724875,0.035283346,0.010152287,0.004040965,0.000112523,9.1e-06
ldk,1,40,0.781357755,0.164921929,0.037926476,0.011127647,0.004524653,0.000130705,1.08e-05
ldl,1,40,0.842290037,0.124599956,0.024376268,0.006382655,0.002293794,5.35e-05,3.84e-06
ldm,1,40,0.930548187,0.059087836,0.008196426,0.00168881,0.0004714,6.97e-06,3.71e-07
ldo,3,40,0.805007748,0.149732401,0.032467176,0.009138861,0.003551475,9.49e-05,7.46e-06
ldp,1,40,0.786578134,0.161619276,0.036700677,0.010672428,0.004297407,0.000122074,1e-05
ldq,4,40,0,0,0,0,0,0,1
lea,1,40,0.991292608,0.008045674,0.000573524,7.49e-05,1.32e-05,8.16e-08,2.49e-09
leb,1,40,0.975253913,0.022169857,0.002152988,0.000347056,7.55e-05,6.98e-07,2.75e-08
lec,4,40,0,0,0,0,0,0,1
led,1,40,0.985022664,0.013643774,0.00113613,0.000164885,3.23e-05,2.44e-07,8.46e-09
lee,1,40,0.960468362,0.03472118,0.003933297,0.0007047,0.000170444,1.93e-06,8.65e-08
lef,1,40,0.942191556,0.049754405,0.006445741,0.001266761,0.000336757,4.55e-06,2.28e-07
leh,1,40,0.945745697,0.046868893,0.005933478,0.00114766,0.000300144,3.93e-06,1.94e-07
lei,1,40,0.345379137,0.322908938,0.166925985,0.08771002,0.070045376,0.005968664,0.001061879
lej,1,40,0.970811068,0.025982288,0.002660582,0.000444738,0.000100288,9.95e-07,4.09e-08
lek,1,40,0.495246954,0.298959177,0.119019391,0.051698663,0.032831502,0.001972483,0.00027183
lel,1,40,0.918854056,0.068286222,0.010058694,0.002160634,0.000629751,1.01e-05,5.65e-07
lem,1,40,0.803689803,0.150594224,0.032764967,0.009244745,0.003601975,9.67e-05,7.62e-06
lep,1,40,0.845942251,0.122059297,0.023619736,0.006137346,0.002187554,5.02e-05,3.57e-06
leq,1,40,0.875432404,0.101021473,0.017765409,0.00431719,0.001432643,2.9e-05,1.89e-06
ler,1,40,0.613382097,0.255508466,0.082747466,0.030975373,0.016546662,0.000754409,8.55e-05
les,1,40,0.980424678,0.017683254,0.001596232,0.000244765,5.06e-05,4.26e-07,1.58e-08
let,1,40,0.860561887,0.111746936,0.020659677,0.005199292,0.001790848,3.87e-05,2.64e-06
leu,1,40,0.892220273,0.088620862,0.014647943,0.003408911,0.001080623,2.01e-05,1.25e-06
lev,1,40,0.761353976,0.177313311,0.042728397,0.012957981,0.005463844,0.00016797,1.45e-05
lew,1,40,0.922331507,0.06556876,0.009494561,0.002015388,0.000580204,9.08e-06,5.01e-07
lex,1,40,0.48785092,0.301034309,0.121372672,0.053206589,0.034157181,0.002087176,0.000291153
ley,4,40,0,0,0,0,0,0,1
lez,1,40,0.915311503,0.071039345,0.010642098,0.002312857,0.000682394,1.12e-05,6.35e-07
lfa,1,40,0.852762573,0.117276805,0.022225053,0.005690987,0.001996858,4.46e-05,3.11e-06
lga,1,40,0.872100337,0.103445671,0.018403378,0.004508523,0.001509041,3.1e-05,2.05e-06
lgb,5,40,0,0,0,0,0,0,1
lgg,1,40,0.994180707,0.005423806,0.000346533,4.2e-05,6.9e-06,3.7e-08,1.03e-09
lgh,2,40,0.340245938,0.322958722,0.168521972,0.089158841,0.071806055,0.006195826,0.001112645
lgi,5,40,0,0,0,0,0,0,1
lgk,2,40,0.590202736,0.265471328,0.089623005,0.034565139,0.019108307,0.000920939,0.000108546
lgl,1,40,0.915412196,0.0709613,0.010625396,0.002308471,0.000680867,1.11e-05,6.33e-07
lgm,1,40,0.92719337,0.061744258,0.008720419,0.001819313,0.00051443,7.79e-06,4.21e-07
lgn,1,40,0.654041767,0.236473458,0.071042713,0.025202115,0.012662477,0.000522252,5.52e-05
lgq,1,40,0.8478812,0.120704717,0.023220828,0.006008895,0.002132327,4.86e-05,3.44e-06
lgr,1,40,0.946062467,0.046610861,0.005888349,0.00113727,0.000296982,3.88e-06,1.91e-07
lgt,1,40,0.730569501,0.195559511,0.050428573,0.016045376,0.007134926,0.000240049,2.21e-05
lgu,1,40,0.787951622,0.160745615,0.036380092,0.010554193,0.004238811,0.000119873,9.79e-06
lgz,1,40,0.961696386,0.033692946,0.003776032,0.000671544,0.000161212,1.8e-06,7.99e-08
lha,2,40,0.448040545,0.310745735,0.134130366,0.061782416,0.042065472,0.002815925,0.000419542
lhh,1,40,0.365550052,0.322154629,0.160588444,0.082161072,0.063506899,0.005154464,0.000884441
lhi,1,40,0.879986167,0.097688723,0.016903644,0.004061618,0.001331774,2.64e-05,1.7e-06
lhl,1,40,0.591554017,0.264908772,0.089218432,0.034349756,0.018951501,0.000910454,0.000107068
lhm,1,40,0.587819107,0.266458084,0.090337758,0.034946935,0.019387238,0.000939682,0.000111196
lhn,2,40,0.252905083,0.313662207,0.193782137,0.116110174,0.109211041,0.011812023,0.002517335
lhp,2,40,0.593176176,0.264230432,0.088733355,0.034092205,0.018764514,0.000898,0.000105318
lhs,7,40,0,0,0,0,0,0,1
lhu,1,40,0.95538937,0.038948611,0.004600019,0.000848142,0.000211214,2.53e-06,1.17e-07
lia,1,40,0.980064548,0.017997575,0.001633727,0.000251475,5.22e-05,4.42e-07,1.64e-08
lib,2,40,0.333273796,0.322930597,0.1706767,0.091150704,0.074263987,0.006518541,0.001185675
lic,1,40,0.917693865,0.069189554,0.010248801,0.002210015,0.00064675,1.04e-05,5.87e-07
lid,1,40,0.827729994,0.134588605,0.02745771,0.00740429,0.00274669,6.77e-05,5.04e-06
lie,1,40,0.824179159,0.13699077,0.028224712,0.007664058,0.002864426,7.15e-05,5.37e-06
lif,1,40,0.929285957,0.060088985,0.008392582,0.001737449,0.000487365,7.27e-06,3.89e-07
lig,1,40,0.870146032,0.104861851,0.018780428,0.004622442,0.001554878,3.22e-05,2.14e-06
lih,1,40,0.901920958,0.081310426,0.012923522,0.002926677,0.000901507,1.6e-05,9.55e-07
lij,1,40,0.790516108,0.159109103,0.035783678,0.010335137,0.004130719,0.000115842,9.41e-06
lik,1,40,0.911726039,0.073810382,0.011241325,0.002471276,0.000737923,1.23e-05,7.12e-07
lil,3,40,0.111952309,0.238835777,0.211428704,0.16573628,0.221264537,0.038683431,0.012098962
lim,1,40,0.889439182,0.090696929,0.015152941,0.003552935,0.001135211,2.15e-05,1.34e-06
lin,1,40,0.995280957,0.004415894,0.000266996,3.12e-05,4.94e-06,2.46e-08,6.56e-10
lio,4,40,0,0,0,0,0,0,1
lip,1,40,0.928962069,0.060345551,0.00844311,0.00175002,0.000491506,7.35e-06,3.94e-07
liq,1,40,0.942600586,0.049423215,0.006386241,0.00125282,0.000332438,4.48e-06,2.24e-07
lis,1,40,0.977963246,0.01982598,0.001856427,0.000291879,6.19e-05,5.46e-07,2.08e-08
lit,1,40,0.942320424,0.049650086,0.00642698,0.001262362,0.000335393,4.53e-06,2.27e-07
liu,2,40,0.340468558,0.322957793,0.168452919,0.089095697,0.071728847,0.006185794,0.001110392
liv,6,40,0,0,0,0,0,0,1
lix,4,40,0,0,0,0,0,0,1
liy,1,40,0.988698548,0.010375779,0.000796017,0.000109258,2.03e-05,1.38e-07,4.46e-09
liz,1,40,0.952421767,0.041400396,0.005001237,0.000936574,0.000236967,2.92e-06,1.38e-07
lje,2,40,0.4852151,0.301753894,0.122212903,0.05375034,0.034639932,0.002129485,0.000298345
lji,2,40,0.401315068,0.318762681,0.149173377,0.072877899,0.053258196,0.003972358,0.000640421
ljl,1,40,0.903966823,0.07975482,0.012567376,0.002828987,0.000865942,1.52e-05,9e-07
ljp,2,40,0.945347957,0.047192681,0.005990267,0.001160759,0.000304138,4e-06,1.97e-07
lka,2,40,0.57612568,0.271194837,0.093863944,0.036854651,0.020799485,0.001036361,0.000125042
lkb,1,40,0.948691284,0.044464012,0.005517224,0.001052475,0.000271372,3.46e-06,1.68e-07
lkc,3,40,0.805834718,0.149190707,0.032280718,0.009072718,0.003520007,9.38e-05,7.36e-06
lkd,5,40,0,0,0,0,0,0,1
lke,1,40,0.884073126,0.094678086,0.01614033,0.003838068,0.001244685,2.42e-05,1.54e-06
lkh,2,40,0.804386221,0.150139052,0.032607514,0.009188722,0.003575236,9.57e-05,7.54e-06
lki,1,40,0.944855084,0.047593608,0.006060829,0.001177071,0.000309124,4.08e-06,2.02e-07
lkj,2,40,0.451105817,0.310088365,0.13314414,0.061094033,0.041407237,0.002752416,0.000407992
lkl,1,40,0.542784549,0.28372681,0.104085929,0.042617636,0.02525175,0.001359967,0.000173359
lko,1,40,0.928343743,0.060834982,0.00853979,0.00177412,0.000499459,7.5e-06,4.03e-07
lkr,1,40,0.51469071,0.293118,0.11286759,0.0478581,0.029541582,0.001697437,0.000226581
lks,1,40,0.905062021,0.078920066,0.012377826,0.002777269,0.000847215,1.47e-05,8.72e-07
lkt,2,40,0.155142555,0.272803099,0.211949608,0.150623,0.176516885,0.025931568,0.007033284
lky,2,40,0.737003508,0.191829104,0.048789224,0.015372627,0.006761903,0.000223358,2.03e-05
lla,1,40,0.909757348,0.075325356,0.011574023,0.002560113,0.000769382,1.3e-05,7.57e-07
llb,1,40,0.96373982,0.031976532,0.003517879,0.000617715,0.000146389,1.6e-06,6.97e-08
llc,1,40,0.898298165,0.084053186,0.013560684,0.0031031,0.000966364,1.74e-05,1.06e-06
lld,2,40,0.622159913,0.251564678,0.080180831,0.02967332,0.015645,0.000698265,7.8e-05
lle,1,40,0.819581851,0.140081251,0.029226592,0.008006585,0.003021209,7.67e-05,5.83e-06
llg,1,40,0.793202515,0.157387428,0.035161946,0.010108047,0.004019314,0.000111726,9.02e-06
llh,5,40,0,0,0,0,0,0,1
lli,2,40,0.594442808,0.263698482,0.088355048,0.033891865,0.018619454,0.000888375,0.000103969
llk,7,40,0,0,0,0,0,0,1
lll,1,40,0.612419913,0.255935116,0.08303008,0.031119997,0.016647721,0.000760784,8.64e-05
llm,2,40,0.409981045,0.317570111,0.146387566,0.070733226,0.051007444,0.003728366,0.000592244
lln,1,40,0.907493577,0.077061724,0.011959762,0.002663884,0.000806413,1.38e-05,8.11e-07
llp,1,40,0.916439102,0.070164676,0.010455458,0.00226394,0.000665399,1.08e-05,6.12e-07
llq,5,40,0,0,0,0,0,0,1
llu,1,40,0.956051664,0.038399621,0.00451163,0.000828867,0.000205661,2.44e-06,1.13e-07
lma,1,40,0.935081306,0.055475367,0.00750203,0.001518753,0.000416283,5.95e-06,3.1e-07
lmb,2,40,0.465241798,0.306858267,0.128602721,0.057980662,0.038481638,0.002476351,0.000358563
lmc,7,40,0,0,0,0,0,0,1
lmd,1,40,0.519183055,0.291690642,0.11145428,0.046995886,0.028819994,0.00163897,0.000217172
lme,1,40,0.901847222,0.081366402,0.012936408,0.002930224,0.000902803,1.6e-05,9.57e-07
lmf,1,40,0.699312218,0.213049166,0.058607397,0.01952452,0.009138891,0.000335133,3.27e-05
lmg,1,40,0.934104896,0.056255737,0.007650251,0.001554769,0.000427862,6.16e-06,3.22e-07
lmi,1,40,0.798022437,0.154279544,0.034054301,0.009706692,0.003824061,0.000104608,8.36e-06
lmj,1,40,0.664461958,0.231285875,0.068122,0.023826646,0.011781159,0.000473234,4.91e-05
lmk,1,40,0.841126331,0.125406519,0.024618724,0.00646174,0.002328257,5.45e-05,3.92e-06
lml,1,40,0.903795761,0.079885076,0.012597052,0.002837102,0.000868886,1.52e-05,9.04e-07
lmn,1,40,0.973648927,0.023551446,0.002333407,0.00038133,8.41e-05,7.98e-07,3.19e-08
lmo,1,40,0.939515468,0.051915587,0.006838464,0.001359471,0.000365702,5.05e-06,2.57e-07
lmp,1,40,0.942162039,0.049778296,0.006450041,0.00126777,0.00033707,4.56e-06,2.29e-07
lmq,1,40,0.624194986,0.250637146,0.079588801,0.029375882,0.015441101,0.000685753,7.63e-05
lmr,1,40,0.63953059,0.243489743,0.075165171,0.027187587,0.013964917,0.000597237,6.48e-05
lmu,1,40,0.62968045,0.248112466,0.077998784,0.028582406,0.014900953,0.000652939,7.2e-05
lmv,1,40,0.480362076,0.303051056,0.123761917,0.054760274,0.035543224,0.002209424,0.000312028
lmw,6,40,0,0,0,0,0,0,1
lmx,1,40,0.72221035,0.200340017,0.052581382,0.016941379,0.007639166,0.000263129,2.46e-05
lmy,1,40,0.841630644,0.125057156,0.024513569,0.006427412,0.002313285,5.4e-05,3.89e-06
lna,1,40,0.972346595,0.024668867,0.002482284,0.000409989,9.13e-05,8.85e-07,3.59e-08
lnd,1,40,0.798426848,0.154017677,0.033961827,0.009673372,0.003807946,0.000104025,8.3e-06
lnh,2,40,0.023866068,0.101880894,0.14619752,0.165717075,0.371219347,0.123064468,0.068054629
lni,1,40,0.702758622,0.211172732,0.057688621,0.019123556,0.008901712,0.000323423,3.13e-05
lnj,7,40,0,0,0,0,0,0,1
lnl,1,40,0.985668321,0.0130724,0.001074478,0.000154561,3e-05,2.23e-07,7.65e-09
lnm,1,40,0.634774359,0.245736109,0.076529912,0.027856296,0.014411523,0.000623628,6.82e-05
lnn,2,40,0.440871234,0.312222152,0.136438446,0.063411132,0.043639396,0.002969841,0.0004478
lno,1,40,0.865035817,0.108545314,0.019776255,0.004926259,0.001678368,3.56e-05,2.4e-06
lns,1,40,0.977526647,0.020204703,0.001903516,0.000300539,6.4e-05,5.69e-07,2.18e-08
lnu,1,40,0.891397733,0.089235793,0.014796817,0.00345124,0.001096616,2.05e-05,1.27e-06
loa,1,40,0.681482457,0.222548208,0.06342518,0.021668794,0.010433859,0.000401103,4.04e-05
lob,1,40,0.985562987,0.013165689,0.001084483,0.00015623,3.04e-05,2.27e-07,7.77e-09
loc,1,40,0.846383521,0.12175137,0.023528784,0.006108004,0.002174914,4.99e-05,3.54e-06
loe,2,40,0.703155486,0.210955822,0.057583086,0.019077663,0.008874667,0.000322095,3.12e-05
lof,4,40,0,0,0,0,0,0,1
log,1,40,0.987095551,0.011805471,0.000941015,0.000132564,2.52e-05,1.8e-07,6.02e-09
loh,1,40,0.738894882,0.190724109,0.048310274,0.015177644,0.006654696,0.000218623,1.98e-05
loi,1,40,0.161541473,0.276819847,0.211394192,0.148301858,0.170878755,0.024532254,0.00653162
loj,1,40,0.53542277,0.286293609,0.106373482,0.043956229,0.026325693,0.001442146,0.00018607
lok,1,40,0.964144839,0.031635513,0.003467246,0.000607247,0.00014353,1.56e-06,6.78e-08
lol,1,40,0.997094105,0.002741336,0.000146501,1.57e-05,2.3e-06,9.78e-09,2.36e-10
lom,1,40,0.974341587,0.022955812,0.002255124,0.000366396,8.03e-05,7.54e-07,3e-08
lon,1,40,0.989247924,0.009884068,0.000747591,0.000101625,1.87e-05,1.25e-07,3.98e-09
loo,1,40,0.876436232,0.100288766,0.017574433,0.004260265,0.001410058,2.84e-05,1.85e-06
lop,1,40,0.769333551,0.172420611,0.040793245,0.012211429,0.005075938,0.000152277,1.29e-05
loq,1,40,0.957020192,0.037595581,0.004383141,0.000800986,0.000197669,2.32e-06,1.07e-07
lor,1,40,0.850132317,0.119127039,0.022760095,0.005861314,0.002069221,4.67e-05,3.28e-06
los,1,40,0.631370088,0.247327627,0.07751074,0.028340416,0.014737323,0.000643095,7.07e-05
lot,1,40,0.950807665,0.042728449,0.005222932,0.00098608,0.000251576,3.15e-06,1.5e-07
low,2,40,0.007786271,0.04860999,0.091388915,0.1278232,0.392517,0.18533723,0.146537393
loy,1,40,0.601303806,0.260782449,0.086312899,0.032818263,0.017847934,0.000837728,9.69e-05
loz,1,40,0.991391899,0.007956048,0.000565334,7.37e-05,1.3e-05,7.98e-08,2.42e-09
lpa,1,40,0.310582133,0.322043772,0.177565502,0.097825841,0.082828628,0.007693864,0.00146026
lpe,1,40,0.462670504,0.307469812,0.129427826,0.058539538,0.039000634,0.002524581,0.000367106
lpn,1,40,0.644135057,0.241289876,0.073850287,0.026548689,0.013541944,0.000572559,6.16e-05
lpo,2,40,0.7841491,0.163159535,0.037269603,0.010883092,0.004402248,0.000126036,1.04e-05
lpx,1,40,0.824468716,0.136795378,0.028161942,0.007642719,0.002854716,7.12e-05,5.35e-06
lra,1,40,0.757860642,0.179434208,0.043583628,0.013291715,0.005639347,0.000175204,1.53e-05
lrc,1,40,0.951644755,0.042040185,0.005107658,0.000960283,0.000243947,3.03e-06,1.44e-07
lrg,5,40,0,0,0,0,0,0,1
lri,1,40,0.914313009,0.071812586,0.010808097,0.002356536,0.00069763,1.15e-05,6.56e-07
lrl,1,40,0.421734429,0.315733555,0.142603547,0.067888345,0.048087227,0.003420315,0.000532581
lrm,1,40,0.92146981,0.066243525,0.00963355,0.002050992,0.000592286,9.32e-06,5.17e-07
lrn,1,40,0.22116518,0.304649555,0.201442531,0.126934188,0.127285751,0.015075767,0.003447029
lro,1,40,0.68431666,0.221061753,0.062652229,0.021320056,0.010220236,0.000389989,3.91e-05
lrr,2,40,0.538054625,0.285384483,0.105554503,0.043474884,0.02593779,0.001412283,0.000181432
lrv,2,40,0.480871766,0.302916519,0.123599114,0.054653669,0.035447467,0.002200902,0.000310563
lsa,1,40,0.439006198,0.31259206,0.137039124,0.063839139,0.044056879,0.003011152,0.000455447
lsd,3,40,0.253183651,0.313726255,0.193710002,0.116017441,0.109064977,0.011787134,0.002510541
lse,1,40,0.945280852,0.047247288,0.005999862,0.001162974,0.000304815,4.01e-06,1.98e-07
lsh,1,40,0.686306779,0.220012662,0.062111069,0.021076969,0.010072017,0.00038233,3.82e-05
lsi,1,40,0.808643777,0.147345349,0.031649651,0.008849749,0.00341437,9.01e-05,7.02e-06
lsm,1,40,0.976504039,0.021090211,0.002014873,0.000321173,6.91e-05,6.25e-07,2.43e-08
lsr,2,40,0.611610382,0.256293208,0.083268049,0.031241967,0.016733092,0.000766181,8.71e-05
lss,1,40,0.622119542,0.251583028,0.080192587,0.029679237,0.015649064,0.000698515,7.8e-05
lti,3,40,0.442346282,0.31192543,0.135963435,0.063073887,0.043311581,0.002937545,0.000441839
ltn,4,40,0,0,0,0,0,0,1
lto,1,40,0.923555903,0.064608395,0.009297985,0.001965238,0.000563257,8.74e-06,4.8e-07
lts,1,40,0.940681743,0.050974913,0.006666581,0.001318748,0.000352942,4.83e-06,2.44e-07
ltu,3,40,0.328926729,0.322856181,0.172011896,0.092406647,0.075836411,0.006728409,0.001233728
ltz,1,40,0.842686933,0.12432454,0.02429373,0.006355784,0.002282108,5.31e-05,3.81e-06
lua,1,40,0.99935889,0.000615822,2.31e-05,1.96e-06,2.29e-07,6.15e-10,1.11e-11
lub,1,40,0.997131098,0.002706966,0.000144204,1.55e-05,2.26e-06,9.55e-09,2.29e-10
luc,1,40,0.959719482,0.035347038,0.004029969,0.000725213,0.000176194,2.01e-06,9.06e-08
lud,4,40,0,0,0,0,0,0,1
lue,1,40,0.991178099,0.008148994,0.000583002,7.63e-05,1.35e-05,8.38e-08,2.56e-09
lug,1,40,0.997454862,0.00240576,0.000124418,1.31e-05,1.87e-06,7.62e-09,1.79e-10
lui,5,40,0,0,0,0,0,0,1
luj,1,40,0.920357495,0.067113183,0.009813746,0.002097328,0.000608072,9.64e-06,5.37e-07
luk,1,40,0.562621984,0.276446689,0.097975307,0.039130371,0.022524328,0.001158399,0.000142922
lul,1,40,0.82760998,0.134670011,0.027483536,0.007413002,0.002750622,6.78e-05,5.05e-06
lum,1,40,0.896625899,0.085314137,0.013857565,0.003186014,0.000997116,1.82e-05,1.11e-06
lun,1,40,0.994404689,0.005219069,0.000329996,3.97e-05,6.48e-06,3.42e-08,9.46e-10
luo,1,40,0.996696213,0.003110452,0.000171655,1.89e-05,2.82e-06,1.25e-08,3.08e-10
lup,1,40,0.93825369,0.052931224,0.007025676,0.00140408,0.000379761,5.3e-06,2.71e-07
lus,1,40,0.981268655,0.016945496,0.001509156,0.000229293,4.7e-05,3.88e-07,1.42e-08
lut,5,40,0,0,0,0,0,0,1
luv,1,40,0.385344154,0.320588985,0.154291274,0.076936614,0.057636166,0.004463143,0.000739665
luw,5,40,0,0,0,0,0,0,1
luz,1,40,0.940136915,0.05141458,0.006746737,0.001337711,0.000358874,4.93e-06,2.5e-07
lva,5,40,0,0,0,0,0,0,1
lvk,1,40,0.629411956,0.248236872,0.078076412,0.028620965,0.014927073,0.000654515,7.22e-05
lvu,1,40,0.628976285,0.248438555,0.078202418,0.028683592,0.014969526,0.000657078,7.25e-05
lwa,1,40,0.878231873,0.09897534,0.017234236,0.004159265,0.001370152,2.74e-05,1.77e-06
lwe,1,40,0.646669056,0.240068698,0.073129341,0.026200621,0.013313049,0.000559334,5.99e-05
lwg,1,40,0.965449587,0.030535072,0.003305361,0.000573981,0.000134503,1.43e-06,6.18e-08
lwh,3,40,0.273460709,0.31774106,0.188273758,0.109380165,0.098956149,0.010121497,0.002066663
lwl,1,40,0.526432693,0.289326894,0.109180493,0.045624072,0.02768474,0.001548366,0.000202742
lwm,2,40,0.240997693,0.310687565,0.196792114,0.12011203,0.115649927,0.012932681,0.002827991
lwo,1,40,0.951839435,0.04187997,0.005080941,0.000954321,0.000242189,3e-06,1.42e-07
lwt,1,40,0.689372856,0.218387793,0.061279918,0.02070534,0.009846518,0.000370762,3.68e-05
lww,1,40,0.76540805,0.174835895,0.041742014,0.012575954,0.005264528,0.000159855,1.37e-05
lya,1,40,0.564484775,0.2757363,0.097405746,0.038811763,0.022280222,0.001140868,0.000140327
