ISO,Reported endangerment level,Years,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7]
lyg,1,40,0.790925797,0.158847027,0.03568866,0.010300348,0.004113609,0.000115208,9.35e-06
lyn,1,40,0.765849977,0.174564793,0.041634891,0.012534652,0.005243081,0.000158988,1.36e-05
lzl,5,40,0,0,0,0,0,0,1
lzn,1,40,0.848346893,0.120378782,0.023125303,0.005978228,0.002119183,4.82e-05,3.4e-06
lzz,2,40,0.730093703,0.195833622,0.050550417,0.016095708,0.007163028,0.000241319,2.22e-05
maa,1,40,0.810411238,0.146180026,0.031254409,0.008710807,0.00334889,8.78e-05,6.82e-06
mab,1,40,0.130389627,0.254931823,0.212708676,0.159473063,0.200589941,0.032409437,0.009497434
mad,1,40,0.978850529,0.019055083,0.001761587,0.000274559,5.77e-05,5.01e-07,1.89e-08
mae,1,40,0.689842021,0.218138243,0.061153015,0.020648782,0.009812315,0.000369017,3.66e-05
maf,1,40,0.970733326,0.02604867,0.002669687,0.000446524,0.000100751,1e-06,4.12e-08
mag,1,40,0.991515256,0.007844652,0.000555193,7.21e-05,1.27e-05,7.76e-08,2.35e-09
mai,1,40,0.996533449,0.00326116,0.00018217,2.02e-05,3.04e-06,1.37e-08,3.41e-10
maj,1,40,0.809426445,0.146829723,0.031474455,0.008788094,0.00338528,8.91e-05,6.93e-06
mak,2,40,0.829779275,0.133196228,0.027017786,0.007256269,0.002680058,6.55e-05,4.86e-06
mal,1,40,0.993657669,0.005901061,0.000385795,4.75e-05,7.92e-06,4.37e-08,1.24e-09
mam,1,40,0.972299913,0.024708861,0.002487661,0.00041103,9.16e-05,8.89e-07,3.6e-08
maq,2,40,0.487751951,0.301061518,0.121404207,0.053226945,0.034175208,0.002088751,0.00029142
mar,1,40,0.998137268,0.001768326,8.48e-05,8.47e-06,1.16e-06,4.26e-09,9.41e-11
mas,1,40,0.997583103,0.002286247,0.000116745,1.22e-05,1.73e-06,6.92e-09,1.61e-10
mat,4,40,0,0,0,0,0,0,1
mau,1,40,0.910128254,0.075040284,0.011511144,0.002543276,0.000763403,1.29e-05,7.48e-07
mav,1,40,0.635515836,0.245387655,0.076316723,0.02775146,0.014341245,0.000619453,6.76e-05
maw,1,40,0.953084919,0.040853653,0.004910856,0.000916521,0.000231088,2.83e-06,1.33e-07
maz,1,40,0.817940432,0.141179312,0.029586695,0.008130578,0.003078388,7.86e-05,6e-06
mba,1,40,0.75622251,0.180424339,0.043986342,0.013449667,0.005722856,0.000178675,1.56e-05
mbb,1,40,0.820920201,0.139183846,0.028933907,0.007906147,0.002975057,7.51e-05,5.69e-06
mbc,2,40,0.614356847,0.255075101,0.082461414,0.030829245,0.016444736,0.000747997,8.47e-05
mbd,1,40,0.82085148,0.139229971,0.028948915,0.00791129,0.002977417,7.52e-05,5.7e-06
mbe,7,40,0,0,0,0,0,0,1
mbh,1,40,0.893748741,0.087476143,0.01437239,0.003330849,0.001051241,1.94e-05,1.2e-06
mbi,1,40,0.826639176,0.135327959,0.027692696,0.007483647,0.002782549,6.88e-05,5.14e-06
mbj,1,40,0.394240427,0.319631995,0.151443542,0.074658702,0.055159792,0.004182917,0.000682624
mbk,1,40,0.873461565,0.102456797,0.018142004,0.004429917,0.001477564,3.02e-05,1.98e-06
mbl,1,40,0.181347831,0.287875087,0.208938001,0.141113718,0.154734479,0.020756408,0.005234476
mbm,1,40,0.752156977,0.18286944,0.044990379,0.013845695,0.005933481,0.000187511,1.65e-05
mbn,2,40,0.269400387,0.317036868,0.189389738,0.110691167,0.100900556,0.010433202,0.002148081
mbo,2,40,0.92568654,0.062932751,0.008958501,0.001879206,0.000534381,8.18e-06,4.45e-07
mbp,2,40,0.534978822,0.286446025,0.106511756,0.044037731,0.026391565,0.001447238,0.000186863
mbq,1,40,0.907550079,0.07701846,0.011950093,0.002661273,0.000805478,1.38e-05,8.09e-07
mbr,1,40,0.360099388,0.322444406,0.162310242,0.083637972,0.065216028,0.00536281,0.000929155
mbs,1,40,0.891411944,0.089225175,0.014794242,0.003450507,0.001096339,2.05e-05,1.27e-06
mbt,1,40,0.899207549,0.083366128,0.01339997,0.003058403,0.000949857,1.71e-05,1.03e-06
mbu,1,40,0.926329587,0.062425907,0.008856693,0.00185355,0.000525819,8.01e-06,4.35e-07
mbv,1,40,0.824945584,0.136473398,0.028058653,0.007607636,0.002838767,7.07e-05,5.3e-06
mbw,1,40,0.9636387,0.032061631,0.003530548,0.000620339,0.000147106,1.6e-06,7.02e-08
mbx,2,40,0.455650993,0.309085161,0.131682611,0.060082047,0.040447069,0.002660692,0.000391428
mby,3,40,0.090774881,0.216713814,0.207190786,0.172136884,0.248616763,0.048153027,0.016413844
mbz,2,40,0.646818783,0.239996309,0.073086802,0.026180133,0.013299609,0.00055856,5.98e-05
mca,1,40,0.416362223,0.316603877,0.14433372,0.069179607,0.049403521,0.003557973,0.000559079
mcb,1,40,0.679387616,0.223641143,0.063998192,0.021928487,0.010593688,0.000409478,4.14e-05
mcc,1,40,0.761080999,0.177479505,0.042795052,0.012983908,0.005477432,0.000168527,1.46e-05
mcd,1,40,0.474326842,0.30461358,0.125691635,0.056032223,0.03669321,0.002312641,0.00032987
mce,3,40,0.342970894,0.322939657,0.167675704,0.088387872,0.070866318,0.006074165,0.00108539
mcf,1,40,0.459756036,0.30815016,0.130363617,0.059176987,0.039595885,0.002580293,0.000377023
mcg,5,40,0,0,0,0,0,0,1
mch,1,40,0.639264366,0.24361618,0.075241387,0.027224782,0.013989654,0.00059869,6.49e-05
mci,1,40,0.904346935,0.079465259,0.012501501,0.002810992,0.000859418,1.5e-05,8.9e-07
mcj,2,40,0.379036029,0.321173648,0.156304682,0.078578073,0.059451684,0.004672892,0.000782992
mck,1,40,0.972366719,0.024651624,0.002479967,0.00040954,9.12e-05,8.84e-07,3.58e-08
mcl,6,40,0,0,0,0,0,0,1
mcn,1,40,0.977566198,0.020170411,0.001899239,0.000299751,6.38e-05,5.67e-07,2.17e-08
mco,1,40,0.769813496,0.172124202,0.040677676,0.012167224,0.005053175,0.000151369,1.29e-05
mcp,1,40,0.955732672,0.038664124,0.004554149,0.00083813,0.000208327,2.48e-06,1.15e-07
mcq,1,40,0.971460268,0.025427524,0.002584841,0.000429921,9.65e-05,9.47e-07,3.87e-08
mcr,1,40,0.97436174,0.022938468,0.002252856,0.000365965,8.02e-05,7.53e-07,2.99e-08
mcs,1,40,0.776806694,0.167777909,0.03900447,0.011532051,0.00472869,0.000138587,1.16e-05
mcu,1,40,0.905695519,0.078436576,0.012268537,0.002747537,0.000836482,1.45e-05,8.55e-07
mcv,2,40,0.700928058,0.21217102,0.058176119,0.019335988,0.009027172,0.000329602,3.2e-05
mcw,1,40,0.747767621,0.185489712,0.046081649,0.014279721,0.006166341,0.000197413,1.75e-05
mcx,1,40,0.961351466,0.033981995,0.003820045,0.000680796,0.000163781,1.84e-06,8.17e-08
mcy,1,40,0.773715973,0.169705114,0.039741475,0.011810712,0.004870449,0.000144134,1.21e-05
mcz,3,40,0.410763877,0.317455561,0.146135699,0.070541466,0.050808275,0.003707049,0.000588073
mda,1,40,0.956225775,0.038255186,0.004488464,0.000823828,0.000204213,2.42e-06,1.12e-07
mdb,1,40,0.807755404,0.14792984,0.031848844,0.008919979,0.003447569,9.12e-05,7.13e-06
mdc,1,40,0.783914247,0.16330813,0.037324743,0.010903566,0.004412467,0.000126425,1.04e-05
mdd,1,40,0.975914598,0.02159966,0.002079727,0.000333287,7.2e-05,6.59e-07,2.58e-08
mde,1,40,0.984933097,0.013722951,0.001144744,0.000166335,3.26e-05,2.47e-07,8.58e-09
mdf,1,40,0.319081614,0.322522079,0.175009767,0.09529103,0.0795154,0.007229832,0.001350277
mdg,5,40,0,0,0,0,0,0,1
mdh,1,40,0.970076993,0.026608653,0.002746851,0.000461712,0.000104698,1.05e-06,4.35e-08
mdi,1,40,0.961164219,0.034138831,0.00384399,0.000685838,0.000165183,1.86e-06,8.27e-08
mdj,1,40,0.996365699,0.003416319,0.000193137,2.16e-05,3.27e-06,1.49e-08,3.77e-10
mdk,1,40,0.83475655,0.129796054,0.025957723,0.006902529,0.002522196,6.05e-05,4.43e-06
mdm,1,40,0.943318405,0.048841443,0.006282163,0.0012285,0.000324924,4.35e-06,2.17e-07
mdn,1,40,0.9086126,0.076204163,0.011768662,0.002612372,0.000787994,1.34e-05,7.84e-07
mdp,1,40,0.986391687,0.012430964,0.001006339,0.000143269,2.75e-05,2.01e-07,6.79e-09
mdq,1,40,0.976520199,0.021076235,0.002013102,0.000320843,6.9e-05,6.24e-07,2.42e-08
mdr,1,40,0.940143417,0.051409336,0.006745779,0.001337484,0.000358803,4.93e-06,2.5e-07
mds,1,40,0.850364823,0.118963781,0.022712656,0.005846166,0.002062765,4.65e-05,3.27e-06
mdt,1,40,0.927843964,0.061230223,0.008618143,0.001793698,0.000505936,7.63e-06,4.11e-07
mdu,1,40,0.838993998,0.126880719,0.025064738,0.006607809,0.002392178,5.65e-05,4.09e-06
mdv,2,40,0.595160065,0.263396367,0.088141001,0.033778714,0.018537676,0.000882964,0.000103212
mdw,1,40,0.945983424,0.04667526,0.005899602,0.001139859,0.00029777,3.89e-06,1.91e-07
mdx,1,40,0.929542698,0.059885514,0.008352586,0.001727511,0.000484096,7.21e-06,3.85e-07
mdy,1,40,0.980386697,0.017716417,0.001600177,0.00024547,5.08e-05,4.27e-07,1.58e-08
mdz,1,40,0.190673505,0.292416443,0.207451521,0.137748092,0.147752187,0.019225483,0.004732769
mea,1,40,0.67381898,0.22652261,0.065528371,0.022626829,0.011026645,0.000432412,4.42e-05
meb,1,40,0.88963997,0.090547334,0.015116326,0.003542451,0.001131221,2.14e-05,1.33e-06
mec,5,40,0,0,0,0,0,0,1
med,1,40,0.997579485,0.002289621,0.000116961,1.22e-05,1.73e-06,6.94e-09,1.61e-10
mee,1,40,0.959418775,0.035598097,0.004068949,0.000733513,0.000178528,2.05e-06,9.23e-08
mef,1,40,0.736606888,0.192060339,0.048889831,0.015413675,0.006784524,0.000224361,2.04e-05
meh,1,40,0.715177519,0.204303866,0.054412349,0.017714579,0.00808099,0.00028383,2.69e-05
mei,1,40,0.477995152,0.303670579,0.124518297,0.055256993,0.035990673,0.002249393,0.000318914
mej,1,40,0.856994228,0.114284568,0.021371775,0.005421729,0.001883505,4.13e-05,2.85e-06
mek,1,40,0.980625948,0.01750746,0.001575364,0.000241044,4.98e-05,4.17e-07,1.54e-08
mel,2,40,0.786114847,0.161913523,0.036808994,0.010712454,0.004317284,0.000122822,1.01e-05
mem,5,40,0,0,0,0,0,0,1
men,1,40,0.993812063,0.005760301,0.000374113,4.59e-05,7.62e-06,4.17e-08,1.18e-09
mep,4,40,0,0,0,0,0,0,1
meq,1,40,0.812641043,0.144705217,0.030757801,0.008537004,0.003267362,8.5e-05,6.57e-06
mer,1,40,0.987488737,0.011455471,0.000904955,0.000126708,2.4e-05,1.69e-07,5.61e-09
mes,1,40,0.028231852,0.113084875,0.155133843,0.169841247,0.361655771,0.112995937,0.059056475
met,1,40,0.773567629,0.169797362,0.039776948,0.011824169,0.004877318,0.000144404,1.22e-05
meu,1,40,0.983187781,0.015261817,0.001315449,0.000195449,3.92e-05,3.1e-07,1.1e-08
mev,1,40,0.985597572,0.013135062,0.001081196,0.000155681,3.03e-05,2.25e-07,7.73e-09
mew,1,40,0.771702666,0.170955125,0.040223684,0.011993988,0.004964195,0.000147834,1.25e-05
mey,1,40,0.975651552,0.021826783,0.002108824,0.000338745,7.34e-05,6.74e-07,2.64e-08
mez,4,40,0,0,0,0,0,0,1
mfc,1,40,0.916106827,0.070422579,0.010510366,0.002278309,0.000670384,1.09e-05,6.19e-07
mfd,2,40,0.81023762,0.14629464,0.031293171,0.008724409,0.003355289,8.8e-05,6.84e-06
mff,1,40,0.757769702,0.179489249,0.043605957,0.01330046,0.005643963,0.000175395,1.53e-05
mfg,1,40,0.946860399,0.045960259,0.005775056,0.001111261,0.000289089,3.75e-06,1.83e-07
mfh,1,40,0.882417975,0.095899579,0.016448295,0.003927938,0.001279565,2.5e-05,1.6e-06
mfi,1,40,0.917375614,0.069437059,0.010301113,0.002223641,0.000651454,1.05e-05,5.93e-07
mfj,1,40,0.87384278,0.102179498,0.018068991,0.004408013,0.001468815,2.99e-05,1.97e-06
mfk,1,40,0.908957199,0.075939782,0.01170998,0.002596594,0.000782366,1.33e-05,7.76e-07
mfl,5,40,0,0,0,0,0,0,1
mfm,1,40,0.934795297,0.055704081,0.007545369,0.001529268,0.000419658,6.01e-06,3.14e-07
mfn,1,40,0.971455276,0.025431793,0.002585421,0.000430034,9.65e-05,9.48e-07,3.88e-08
mfo,1,40,0.958832811,0.036086904,0.004145171,0.000749788,0.000183118,2.11e-06,9.57e-08
mfp,6,40,0,0,0,0,0,0,1
mfq,1,40,0.947049953,0.045805572,0.005748225,0.001105117,0.000287229,3.72e-06,1.82e-07
mfr,5,40,0,0,0,0,0,0,1
mft,1,40,0.280746735,0.31888443,0.186240442,0.107050721,0.095561588,0.009587167,0.001928917
mfu,1,40,0.978109731,0.019698825,0.00184069,0.000288994,6.12e-05,5.38e-07,2.05e-08
mfv,1,40,0.976711801,0.020910477,0.001992129,0.000316941,6.8e-05,6.14e-07,2.38e-08
mfw,7,40,0,0,0,0,0,0,1
mfx,1,40,0.895684267,0.086022755,0.014025496,0.003233112,0.001014661,1.86e-05,1.14e-06
mfy,1,40,0.400311291,0.31889178,0.14949573,0.073128921,0.053524437,0.004001596,0.000646246
mfz,1,40,0.915191409,0.07113241,0.010662028,0.002318093,0.000684217,1.12e-05,6.37e-07
mgb,1,40,0.906973892,0.077459482,0.012048789,0.00268795,0.000815044,1.4e-05,8.23e-07
mgc,1,40,0.844192396,0.123278346,0.023981371,0.006254331,0.002238094,5.18e-05,3.7e-06
mgd,1,40,0.927142467,0.061784454,0.008728434,0.001821323,0.000515098,7.8e-06,4.22e-07
mge,1,40,0.912707898,0.073053082,0.011076365,0.00242746,0.00072249,1.2e-05,6.9e-07
mgf,2,40,0.187313038,0.290826212,0.208008896,0.13895858,0.150225705,0.019760948,0.004906621
mgg,1,40,0.944368687,0.047988933,0.006130668,0.001193256,0.000314083,4.17e-06,2.07e-07
mgh,1,40,0.993424249,0.006113681,0.000403598,5e-05,8.4e-06,4.69e-08,1.34e-09
mgi,1,40,0.924394568,0.063949504,0.009163962,0.001931187,0.000551798,8.52e-06,4.66e-07
mgj,1,40,0.861153576,0.111324751,0.020542228,0.005162805,0.001775736,3.83e-05,2.61e-06
mgk,2,40,0.231866834,0.308081853,0.198994301,0.123229527,0.120858695,0.013873104,0.003095687
mgl,1,40,0.874088538,0.102000646,0.018021964,0.004393917,0.00146319,2.98e-05,1.95e-06
mgm,1,40,0.904841134,0.079088538,0.012415994,0.002787667,0.000850974,1.48e-05,8.77e-07
mgn,1,40,0.718508549,0.202433071,0.053542903,0.017346145,0.007869693,0.000273876,2.58e-05
mgo,1,40,0.952338999,0.04146859,0.005012546,0.000939089,0.000237706,2.93e-06,1.39e-07
mgp,2,40,0.93593663,0.05479074,0.007372808,0.001487482,0.00040627,5.77e-06,2.99e-07
mgq,1,40,0.898291551,0.084058179,0.013561855,0.003103426,0.000966484,1.74e-05,1.06e-06
mgr,1,40,0.965539801,0.030458879,0.003294237,0.000571706,0.000133889,1.43e-06,6.15e-08
mgs,1,40,0.882079897,0.096148705,0.016511396,0.003946406,0.001286755,2.52e-05,1.61e-06
mgt,1,40,0.604691451,0.259321228,0.085309026,0.032295344,0.017475727,0.000813623,9.36e-05
mgu,1,40,0.934013787,0.056328489,0.00766412,0.001558147,0.000428951,6.18e-06,3.24e-07
mgv,1,40,0.955641102,0.038740024,0.004566373,0.000840796,0.000209095,2.49e-06,1.16e-07
mgw,1,40,0.89478125,0.086701362,0.014187053,0.003278556,0.00103164,1.9e-05,1.16e-06
mgy,2,40,0.772599218,0.170399003,0.040008744,0.011912202,0.004922311,0.000146178,1.23e-05
mgz,2,40,0.816233604,0.142318141,0.029962473,0.008260461,0.003138522,8.06e-05,6.18e-06
mha,1,40,0.667624795,0.229686865,0.067242191,0.023417368,0.011522278,0.000459107,4.74e-05
mhb,4,40,0,0,0,0,0,0,1
mhc,4,40,0,0,0,0,0,0,1
mhe,2,40,0.342427431,0.322944794,0.16784466,0.088541296,0.071052816,0.006098234,0.00109077
mhf,5,40,0,0,0,0,0,0,1
mhg,7,40,0,0,0,0,0,0,1
mhi,1,40,0.981138452,0.017059417,0.001522516,0.000231657,4.76e-05,3.94e-07,1.44e-08
mhk,1,40,0.927532201,0.061476615,0.008667114,0.001805954,0.000509997,7.7e-06,4.16e-07
mhl,1,40,0.823686964,0.137322701,0.0283315,0.007700395,0.002880976,7.2e-05,5.42e-06
mhm,1,40,0.93319809,0.05697936,0.007788574,0.00158852,0.00043876,6.36e-06,3.34e-07
mhn,1,40,0.346096995,0.32289728,0.166702188,0.0875086,0.069802387,0.005937577,0.001054973
mho,1,40,0.854158849,0.116291605,0.021942476,0.005601493,0.001959039,4.35e-05,3.03e-06
mhq,5,40,0,0,0,0,0,0,1
mhr,1,40,0.911253183,0.074174682,0.011320999,0.002492494,0.000745416,1.25e-05,7.23e-07
mhs,1,40,0.596838264,0.262687,0.087640693,0.033514807,0.018347367,0.000870409,0.000101459
mht,5,40,0,0,0,0,0,0,1
mhu,1,40,0.869821398,0.105096692,0.018843264,0.004641487,0.001562566,3.24e-05,2.16e-06
mhw,1,40,0.950692364,0.04282317,0.00523886,0.000989653,0.000252635,3.17e-06,1.51e-07
mhx,1,40,0.888286846,0.091554585,0.015363542,0.003613363,0.001158257,2.2e-05,1.38e-06
mhy,2,40,0.855343079,0.115454388,0.021703606,0.005526091,0.001927286,4.26e-05,2.95e-06
mhz,3,40,0.30128644,0.321312233,0.18032166,0.10064551,0.08660539,0.008237216,0.001591552
mia,6,40,0,0,0,0,0,0,1
mib,1,40,0.709058818,0.207709034,0.056019745,0.018401778,0.008478789,0.000302838,2.9e-05
mic,2,40,0.36993565,0.321876459,0.159198834,0.080984809,0.062161489,0.004992696,0.000850063
mid,3,40,0.057921453,0.171896304,0.191054903,0.177980772,0.301060437,0.07121955,0.028866581
mie,1,40,0.7314667,0.195041969,0.050199043,0.015950684,0.00708213,0.000237666,2.18e-05
mif,1,40,0.953184412,0.040771568,0.004897332,0.000913527,0.000230213,2.82e-06,1.33e-07
mig,2,40,0.688477376,0.218863429,0.061522339,0.020813518,0.009912021,0.000374112,3.72e-05
mih,2,40,0.716341847,0.20365131,0.054107989,0.017585342,0.008006715,0.000280319,2.65e-05
mii,1,40,0.331101028,0.322898921,0.171344892,0.091777105,0.075046025,0.006622585,0.001209443
mij,2,40,0.380313797,0.3210616,0.155897289,0.078243813,0.059079849,0.004629638,0.000774014
mik,2,40,0.166086873,0.279536194,0.210924184,0.146650838,0.167004577,0.023595345,0.006201989
mil,1,40,0.669116418,0.228928832,0.066828365,0.023225669,0.011401557,0.000452562,4.66e-05
mim,1,40,0.853081978,0.117051619,0.022160323,0.005670459,0.00198817,4.44e-05,3.09e-06
mio,1,40,0.749836594,0.184257153,0.045566331,0.014074302,0.006055869,0.000192698,1.71e-05
mip,2,40,0.342705156,0.322942252,0.16775833,0.088462871,0.070957453,0.006085922,0.001088017
miq,1,40,0.883846238,0.094845709,0.016182451,0.003850334,0.001249435,2.43e-05,1.55e-06
mir,1,40,0.821746618,0.138628772,0.028753595,0.007844424,0.002946768,7.42e-05,5.61e-06
mit,3,40,0.335135738,0.322949028,0.170102817,0.090616057,0.073599951,0.006430714,0.001165696
miu,2,40,0.219358395,0.304028247,0.201840462,0.127564797,0.128406928,0.015290401,0.00351077
miw,1,40,0.794479217,0.15656657,0.034867567,0.010000975,0.003967019,0.000109808,8.84e-06
mix,1,40,0.766514711,0.174156624,0.041473908,0.012472653,0.005210925,0.000157691,1.35e-05
miy,1,40,0.586430005,0.26702984,0.090754933,0.035170535,0.019551169,0.000950752,0.000112766
miz,1,40,0.581682037,0.26896572,0.092184356,0.035940942,0.020119239,0.000989424,0.000118283
mjc,1,40,0.64537448,0.240693507,0.07349742,0.02637813,0.013429645,0.000566059,6.08e-05
mjd,5,40,0,0,0,0,0,0,1
mjg,3,40,0.557198416,0.278489062,0.09963786,0.040066608,0.023246566,0.001210763,0.000150724
mjh,2,40,0.66952757,0.228719445,0.066714422,0.023172978,0.011368434,0.000450771,4.64e-05
mji,1,40,0.939467696,0.05195408,0.006845528,0.00136115,0.000366229,5.06e-06,2.58e-07
mjj,4,40,0,0,0,0,0,0,1
mjk,3,40,0.619275828,0.252870684,0.081021813,0.030097697,0.015937257,0.000716319,8.04e-05
mjl,1,40,0.976435795,0.021149229,0.002022357,0.000322567,6.94e-05,6.29e-07,2.44e-08
mjm,1,40,0.624023337,0.25071557,0.079638692,0.029400906,0.015458225,0.000686801,7.65e-05
mjn,1,40,0.666036049,0.23049149,0.067683739,0.023622479,0.011651824,0.00046616,4.83e-05
mjo,1,40,0.807293078,0.148233694,0.031952648,0.008956632,0.003464922,9.18e-05,7.18e-06
mjp,1,40,0.699909297,0.21272501,0.058447928,0.019454743,0.009097502,0.000333081,3.24e-05
mjq,6,40,0,0,0,0,0,0,1
mjr,2,40,0.034487849,0.12768626,0.165705388,0.173822338,0.347951183,0.10103933,0.049307652
mjs,1,40,0.807444612,0.148134126,0.031918614,0.008944611,0.003459229,9.16e-05,7.17e-06
mjt,1,40,0.861244523,0.111259825,0.020524192,0.005157207,0.00177342,3.82e-05,2.61e-06
mju,5,40,0,0,0,0,0,0,1
mjv,2,40,0.678298302,0.224207533,0.064296725,0.022064177,0.010677453,0.000413887,4.19e-05
mjw,1,40,0.963601379,0.032093034,0.003535227,0.000621309,0.000147372,1.61e-06,7.04e-08
mjx,2,40,0.88924915,0.090838468,0.015187616,0.00356287,0.001138994,2.16e-05,1.35e-06
mjz,2,40,0.784405361,0.16299733,0.037209464,0.010860773,0.004391114,0.000125614,1.03e-05
mka,2,40,0.485199999,0.301757986,0.122217719,0.053753465,0.034642714,0.00212973,0.000298387
mkb,2,40,0.870129924,0.104873506,0.018783544,0.004623386,0.001555259,3.22e-05,2.14e-06
mkc,1,40,0.690583603,0.217743296,0.060952577,0.02055955,0.009758417,0.000366271,3.63e-05
mkd,1,40,0.927961126,0.061137597,0.008599758,0.0017891,0.000504414,7.6e-06,4.09e-07
mke,1,40,0.891537447,0.089131396,0.014771501,0.003444035,0.001093891,2.05e-05,1.27e-06
mkf,1,40,0.786018612,0.161974617,0.036831505,0.010720777,0.00432142,0.000122978,1.01e-05
mkg,3,40,0.530526282,0.287959614,0.107900547,0.044860079,0.027059313,0.001499178,0.000194988
mki,1,40,0.957682722,0.037044737,0.00429578,0.000782124,0.000192289,2.25e-06,1.03e-07
mkk,1,40,0.818395088,0.140875443,0.029486825,0.008096143,0.003062487,7.81e-05,5.95e-06
mkl,1,40,0.921323609,0.066357918,0.009657185,0.002057058,0.000594349,9.36e-06,5.19e-07
mkm,2,40,0.455432367,0.309134189,0.131752886,0.060130485,0.040492825,0.002665038,0.000392209
mko,1,40,0.655728096,0.235642348,0.070567769,0.024976688,0.012516852,0.000514055,5.42e-05
mkp,1,40,0.775243707,0.168753751,0.039376681,0.011672563,0.004800053,0.000141372,1.19e-05
mkr,1,40,0.679595243,0.223533037,0.063941334,0.021902675,0.010577773,0.000408642,4.13e-05
mks,1,40,0.811944303,0.145166603,0.030912731,0.008591134,0.003292708,8.59e-05,6.65e-06
mkt,4,40,0,0,0,0,0,0,1
mku,1,40,0.98543187,0.013281773,0.001096966,0.000158315,3.08e-05,2.31e-07,7.94e-09
mkv,2,40,0.192777053,0.293386009,0.207090753,0.136991875,0.14622749,0.018899137,0.004627682
mkw,1,40,0.995134656,0.004550244,0.000277319,3.26e-05,5.19e-06,2.61e-08,7e-10
mkx,2,40,0.590363832,0.265404381,0.089574749,0.034539421,0.019089563,0.000919684,0.000108369
mky,2,40,0.709926719,0.2072285,0.055790937,0.018303478,0.008421594,0.000300084,2.87e-05
mkz,1,40,0.878974621,0.098431016,0.017094053,0.004117799,0.00135383,2.69e-05,1.74e-06
mla,1,40,0.619633217,0.252709388,0.080917476,0.030044927,0.01590083,0.000714061,8.01e-05
mlb,2,40,0.251582869,0.313354808,0.194123498,0.11655089,0.109907114,0.011930956,0.002549864
mlc,1,40,0.880691173,0.097170707,0.016771284,0.004022662,0.00131652,2.6e-05,1.67e-06
mle,1,40,0.879358745,0.098149271,0.017021678,0.004096425,0.001345431,2.67e-05,1.73e-06
mlf,1,40,0.902214238,0.081087725,0.012872304,0.002912587,0.000896362,1.58e-05,9.47e-07
mlh,2,40,0.827349154,0.134846879,0.027539687,0.007431952,0.002759178,6.81e-05,5.08e-06
mli,1,40,0.698136325,0.213686421,0.058921816,0.019662322,0.009220769,0.000339203,3.31e-05
mlj,4,40,0,0,0,0,0,0,1
mlk,1,40,0.694398755,0.215701863,0.059924341,0.0201037,0.009484277,0.000352395,3.47e-05
mll,2,40,0.520881607,0.291143483,0.110920757,0.046672312,0.0285508,0.001617333,0.000213709
mlm,2,40,0.76519111,0.174968902,0.04179463,0.012596254,0.005275076,0.000160281,1.37e-05
mln,1,40,0.887869451,0.091864875,0.01544002,0.003635359,0.001166667,2.22e-05,1.4e-06
mlo,2,40,0.790351048,0.159214642,0.03582198,0.01034917,0.004137625,0.000116099,9.44e-06
